x1_s,x2_s,x3_s
13.2,64.8,81.6
13.2,64.8,82.8
13.2,64.8,84.0
13.2,64.8,85.2
13.2,64.8,86.4
13.2,64.8,87.6
13.2,64.8,88.8
13.2,64.8,90.0
13.2,64.8,91.2
13.2,64.8,92.4
13.2,64.8,93.6
13.2,64.8,94.8
13.2,66.0,60.0
13.2,66.0,61.2
13.2,66.0,62.4
13.2,66.0,63.6
13.2,66.0,64.8
13.2,66.0,66.0
13.2,66.0,67.2
13.2,66.0,68.4
13.2,66.0,69.6
13.2,66.0,70.8
13.2,66.0,72.0
13.2,66.0,73.2
13.2,66.0,74.4
13.2,66.0,75.6
13.2,66.0,76.8
13.2,66.0,78.0
13.2,66.0,79.2
13.2,66.0,80.4
13.2,66.0,81.6
13.2,66.0,82.8
13.2,66.0,84.0
13.2,66.0,85.2
13.2,66.0,86.4
13.2,66.0,87.6
13.2,66.0,88.8
13.2,66.0,90.0
13.2,66.0,91.2
13.2,66.0,92.4
13.2,66.0,93.6
13.2,66.0,94.8
13.2,66.0,96.0
13.2,67.2,61.2
13.2,67.2,62.4
13.2,67.2,63.6
13.2,67.2,64.8
13.2,67.2,66.0
13.2,67.2,67.2
13.2,67.2,68.4
13.2,67.2,69.6
13.2,67.2,70.8
13.2,67.2,72.0
13.2,67.2,73.2
13.2,67.2,74.4
13.2,67.2,75.6
13.2,67.2,76.8
13.2,67.2,78.0
13.2,67.2,79.2
13.2,67.2,80.4
13.2,67.2,81.6
13.2,67.2,82.8
13.2,67.2,84.0
13.2,67.2,85.2
13.2,67.2,86.4
13.2,67.2,87.6
13.2,67.2,88.8
13.2,67.2,90.0
13.2,67.2,91.2
13.2,67.2,92.4
13.2,67.2,93.6
13.2,67.2,94.8
13.2,67.2,96.0
13.2,67.2,97.2
13.2,68.4,62.4
13.2,68.4,63.6
13.2,68.4,64.8
13.2,68.4,66.0
13.2,68.4,67.2
13.2,68.4,68.4
13.2,68.4,69.6
13.2,68.4,70.8
13.2,68.4,72.0
13.2,68.4,73.2
13.2,68.4,74.4
13.2,68.4,75.6
13.2,68.4,76.8
13.2,68.4,78.0
13.2,68.4,79.2
13.2,68.4,80.4
13.2,68.4,81.6
13.2,68.4,82.8
13.2,68.4,84.0
13.2,68.4,85.2
13.2,68.4,86.4
13.2,68.4,87.6
13.2,68.4,88.8
13.2,68.4,90.0
13.2,68.4,91.2
13.2,68.4,92.4
13.2,68.4,93.6
13.2,68.4,94.8
13.2,68.4,96.0
13.2,68.4,97.2
13.2,68.4,98.4
13.2,69.6,63.6
13.2,69.6,64.8
13.2,69.6,66.0
13.2,69.6,67.2
13.2,69.6,68.4
13.2,69.6,69.6
13.2,69.6,70.8
13.2,69.6,72.0
13.2,69.6,73.2
13.2,69.6,74.4
13.2,69.6,75.6
13.2,69.6,76.8
13.2,69.6,78.0
13.2,69.6,79.2
13.2,69.6,80.4
13.2,69.6,81.6
13.2,69.6,82.8
13.2,69.6,84.0
13.2,69.6,85.2
13.2,69.6,86.4
13.2,69.6,87.6
13.2,69.6,88.8
13.2,69.6,90.0
13.2,69.6,91.2
13.2,69.6,92.4
13.2,69.6,93.6
13.2,69.6,94.8
13.2,69.6,96.0
13.2,69.6,97.2
13.2,69.6,98.4
13.2,69.6,99.6
13.2,70.8,64.8
13.2,70.8,66.0
13.2,70.8,67.2
13.2,70.8,68.4
13.2,70.8,69.6
13.2,70.8,70.8
13.2,70.8,72.0
13.2,70.8,73.2
13.2,70.8,74.4
13.2,70.8,75.6
13.2,70.8,76.8
13.2,70.8,78.0
13.2,70.8,79.2
13.2,70.8,80.4
13.2,70.8,81.6
13.2,70.8,82.8
13.2,70.8,84.0
13.2,70.8,85.2
13.2,70.8,86.4
13.2,70.8,87.6
13.2,70.8,88.8
13.2,70.8,90.0
13.2,70.8,91.2
13.2,70.8,92.4
13.2,70.8,93.6
13.2,70.8,94.8
13.2,70.8,96.0
13.2,70.8,97.2
13.2,70.8,98.4
13.2,70.8,99.6
13.2,70.8,100.8
13.2,72.0,66.0
13.2,72.0,67.2
13.2,72.0,68.4
13.2,72.0,69.6
13.2,72.0,70.8
13.2,72.0,72.0
13.2,72.0,73.2
13.2,72.0,74.4
13.2,72.0,75.6
13.2,72.0,76.8
13.2,72.0,78.0
13.2,72.0,79.2
13.2,72.0,80.4
13.2,72.0,81.6
13.2,72.0,82.8
13.2,72.0,84.0
13.2,72.0,85.2
13.2,72.0,86.4
13.2,72.0,87.6
13.2,72.0,88.8
13.2,72.0,90.0
13.2,72.0,91.2
13.2,72.0,92.4
13.2,72.0,93.6
13.2,72.0,94.8
13.2,72.0,96.0
13.2,72.0,97.2
13.2,72.0,98.4
13.2,72.0,99.6
13.2,72.0,100.8
13.2,72.0,102.0
13.2,73.2,67.2
13.2,73.2,68.4
13.2,73.2,69.6
13.2,73.2,70.8
13.2,73.2,72.0
13.2,73.2,73.2
13.2,73.2,74.4
13.2,73.2,75.6
13.2,73.2,76.8
13.2,73.2,78.0
13.2,73.2,79.2
13.2,73.2,80.4
13.2,73.2,81.6
13.2,73.2,82.8
13.2,73.2,84.0
13.2,73.2,85.2
13.2,73.2,86.4
13.2,73.2,87.6
13.2,73.2,88.8
13.2,73.2,90.0
13.2,73.2,91.2
13.2,73.2,92.4
13.2,73.2,93.6
13.2,73.2,94.8
13.2,73.2,96.0
13.2,73.2,97.2
13.2,73.2,98.4
13.2,73.2,99.6
13.2,73.2,100.8
13.2,73.2,102.0
13.2,73.2,103.2
13.2,74.4,85.2
13.2,74.4,86.4
13.2,74.4,87.6
13.2,74.4,88.8
13.2,74.4,90.0
13.2,74.4,91.2
13.2,74.4,92.4
13.2,74.4,93.6
13.2,74.4,94.8
13.2,74.4,96.0
13.2,74.4,97.2
13.2,74.4,98.4
13.2,74.4,99.6
13.2,74.4,100.8
13.2,74.4,102.0
13.2,74.4,103.2
13.2,74.4,104.4
13.2,75.6,86.4
13.2,75.6,87.6
13.2,75.6,88.8
13.2,75.6,90.0
13.2,75.6,91.2
13.2,75.6,92.4
13.2,75.6,93.6
13.2,75.6,94.8
13.2,75.6,96.0
13.2,75.6,97.2
13.2,75.6,98.4
13.2,75.6,99.6
13.2,75.6,100.8
13.2,75.6,102.0
13.2,75.6,103.2
13.2,75.6,104.4
13.2,75.6,105.6
13.2,76.8,87.6
13.2,76.8,88.8
13.2,76.8,90.0
13.2,76.8,91.2
13.2,76.8,92.4
13.2,76.8,93.6
13.2,76.8,94.8
13.2,76.8,96.0
13.2,76.8,97.2
13.2,76.8,98.4
13.2,76.8,99.6
13.2,76.8,100.8
13.2,76.8,102.0
13.2,76.8,103.2
13.2,76.8,104.4
13.2,76.8,105.6
13.2,76.8,106.8
13.2,78.0,88.8
13.2,78.0,90.0
13.2,78.0,91.2
13.2,78.0,92.4
13.2,78.0,93.6
13.2,78.0,94.8
13.2,78.0,96.0
13.2,78.0,97.2
13.2,78.0,98.4
13.2,78.0,99.6
13.2,78.0,100.8
13.2,78.0,102.0
13.2,78.0,103.2
13.2,78.0,104.4
13.2,78.0,105.6
13.2,78.0,106.8
13.2,78.0,108.0
13.2,79.2,90.0
13.2,79.2,91.2
13.2,79.2,92.4
13.2,79.2,93.6
13.2,79.2,94.8
13.2,79.2,96.0
13.2,79.2,97.2
13.2,79.2,98.4
13.2,79.2,99.6
13.2,79.2,100.8
13.2,79.2,102.0
13.2,79.2,103.2
13.2,79.2,104.4
13.2,79.2,105.6
13.2,79.2,106.8
13.2,79.2,108.0
13.2,79.2,109.2
13.2,80.4,91.2
13.2,80.4,92.4
13.2,80.4,93.6
13.2,80.4,94.8
13.2,80.4,96.0
13.2,80.4,97.2
13.2,80.4,98.4
13.2,80.4,99.6
13.2,80.4,100.8
13.2,80.4,102.0
13.2,80.4,103.2
13.2,80.4,104.4
13.2,80.4,105.6
13.2,80.4,106.8
13.2,80.4,108.0
13.2,80.4,109.2
13.2,80.4,110.4
13.2,81.6,92.4
13.2,81.6,93.6
13.2,81.6,94.8
13.2,81.6,96.0
13.2,81.6,97.2
13.2,81.6,98.4
13.2,81.6,99.6
13.2,81.6,100.8
13.2,81.6,102.0
13.2,81.6,103.2
13.2,81.6,104.4
13.2,81.6,105.6
13.2,81.6,106.8
13.2,81.6,108.0
13.2,81.6,109.2
13.2,81.6,110.4
13.2,81.6,111.6
13.2,82.8,93.6
13.2,82.8,94.8
13.2,82.8,96.0
13.2,82.8,97.2
13.2,82.8,98.4
13.2,82.8,99.6
13.2,82.8,100.8
13.2,82.8,102.0
13.2,82.8,103.2
13.2,82.8,104.4
13.2,82.8,105.6
13.2,82.8,106.8
13.2,82.8,108.0
13.2,82.8,109.2
13.2,82.8,110.4
13.2,82.8,111.6
13.2,82.8,112.8
13.2,84.0,94.8
13.2,84.0,96.0
13.2,84.0,97.2
13.2,84.0,98.4
13.2,84.0,99.6
13.2,84.0,100.8
13.2,84.0,102.0
13.2,84.0,103.2
13.2,84.0,104.4
13.2,84.0,105.6
13.2,84.0,106.8
13.2,84.0,108.0
13.2,84.0,109.2
13.2,84.0,110.4
13.2,84.0,111.6
13.2,84.0,112.8
13.2,84.0,114.0
13.2,85.2,96.0
13.2,85.2,97.2
13.2,85.2,98.4
13.2,85.2,99.6
13.2,85.2,100.8
13.2,85.2,102.0
13.2,85.2,103.2
13.2,85.2,104.4
13.2,85.2,105.6
13.2,85.2,106.8
13.2,85.2,108.0
13.2,85.2,109.2
13.2,85.2,110.4
13.2,85.2,111.6
13.2,85.2,112.8
13.2,85.2,114.0
13.2,85.2,115.2
13.2,86.4,96.0
13.2,86.4,97.2
13.2,86.4,98.4
13.2,86.4,99.6
13.2,86.4,100.8
13.2,86.4,102.0
13.2,86.4,103.2
13.2,86.4,104.4
13.2,86.4,105.6
13.2,86.4,106.8
13.2,86.4,108.0
13.2,86.4,109.2
13.2,86.4,110.4
13.2,86.4,111.6
13.2,86.4,112.8
13.2,86.4,114.0
13.2,86.4,115.2
13.2,87.6,96.0
13.2,87.6,97.2
13.2,87.6,98.4
13.2,87.6,99.6
13.2,87.6,100.8
13.2,87.6,102.0
13.2,87.6,103.2
13.2,87.6,104.4
13.2,87.6,105.6
13.2,87.6,106.8
13.2,87.6,108.0
13.2,87.6,109.2
13.2,87.6,110.4
13.2,87.6,111.6
13.2,87.6,112.8
13.2,87.6,114.0
13.2,87.6,115.2
13.2,88.8,96.0
13.2,88.8,97.2
13.2,88.8,98.4
13.2,88.8,99.6
13.2,88.8,100.8
13.2,88.8,102.0
13.2,88.8,103.2
13.2,88.8,104.4
13.2,88.8,105.6
13.2,88.8,106.8
13.2,88.8,108.0
13.2,88.8,109.2
13.2,88.8,110.4
13.2,88.8,111.6
13.2,88.8,112.8
13.2,88.8,114.0
13.2,88.8,115.2
13.2,90.0,96.0
13.2,90.0,97.2
13.2,90.0,98.4
13.2,90.0,99.6
13.2,90.0,100.8
13.2,90.0,102.0
13.2,90.0,103.2
13.2,90.0,104.4
13.2,90.0,105.6
13.2,90.0,106.8
13.2,90.0,108.0
13.2,90.0,109.2
13.2,90.0,110.4
13.2,90.0,111.6
13.2,90.0,112.8
13.2,90.0,114.0
13.2,90.0,115.2
14.4,62.4,56.4
14.4,62.4,57.6
14.4,62.4,58.8
14.4,62.4,60.0
14.4,62.4,61.2
14.4,62.4,62.4
14.4,62.4,63.6
14.4,62.4,64.8
14.4,62.4,66.0
14.4,62.4,67.2
14.4,62.4,68.4
14.4,62.4,69.6
14.4,62.4,70.8
14.4,62.4,72.0
14.4,62.4,73.2
14.4,62.4,74.4
14.4,62.4,75.6
14.4,62.4,76.8
14.4,62.4,78.0
14.4,62.4,79.2
14.4,62.4,80.4
14.4,62.4,81.6
14.4,62.4,82.8
14.4,62.4,84.0
14.4,62.4,85.2
14.4,62.4,86.4
14.4,62.4,87.6
14.4,62.4,88.8
14.4,62.4,90.0
14.4,62.4,91.2
14.4,62.4,92.4
14.4,63.6,57.6
14.4,63.6,58.8
14.4,63.6,60.0
14.4,63.6,61.2
14.4,63.6,62.4
14.4,63.6,63.6
14.4,63.6,64.8
14.4,63.6,66.0
14.4,63.6,67.2
14.4,63.6,68.4
14.4,63.6,69.6
14.4,63.6,70.8
14.4,63.6,72.0
14.4,63.6,73.2
14.4,63.6,74.4
14.4,63.6,75.6
14.4,63.6,76.8
14.4,63.6,78.0
14.4,63.6,79.2
14.4,63.6,80.4
14.4,63.6,81.6
14.4,63.6,82.8
14.4,63.6,84.0
14.4,63.6,85.2
14.4,63.6,86.4
14.4,63.6,87.6
14.4,63.6,88.8
14.4,63.6,90.0
14.4,63.6,91.2
14.4,63.6,92.4
14.4,63.6,93.6
14.4,64.8,58.8
14.4,64.8,60.0
14.4,64.8,61.2
14.4,64.8,62.4
14.4,64.8,63.6
14.4,64.8,64.8
14.4,64.8,66.0
14.4,64.8,67.2
14.4,64.8,68.4
14.4,64.8,69.6
14.4,64.8,70.8
14.4,64.8,72.0
14.4,64.8,73.2
14.4,64.8,74.4
14.4,64.8,75.6
14.4,64.8,76.8
14.4,64.8,78.0
14.4,64.8,79.2
14.4,64.8,80.4
14.4,64.8,81.6
14.4,64.8,82.8
14.4,64.8,84.0
14.4,64.8,85.2
14.4,64.8,86.4
14.4,64.8,87.6
14.4,64.8,88.8
14.4,64.8,90.0
14.4,64.8,91.2
14.4,64.8,92.4
14.4,64.8,93.6
14.4,64.8,94.8
14.4,66.0,60.0
14.4,66.0,61.2
14.4,66.0,62.4
14.4,66.0,63.6
14.4,66.0,64.8
14.4,66.0,66.0
14.4,66.0,67.2
14.4,66.0,68.4
14.4,66.0,69.6
14.4,66.0,70.8
14.4,66.0,72.0
14.4,66.0,73.2
14.4,66.0,74.4
14.4,66.0,75.6
14.4,66.0,76.8
14.4,66.0,78.0
14.4,66.0,79.2
14.4,66.0,80.4
14.4,66.0,81.6
14.4,66.0,82.8
14.4,66.0,84.0
14.4,66.0,85.2
14.4,66.0,86.4
14.4,66.0,87.6
14.4,66.0,88.8
14.4,66.0,90.0
14.4,66.0,91.2
14.4,66.0,92.4
14.4,66.0,93.6
14.4,66.0,94.8
14.4,66.0,96.0
14.4,67.2,61.2
14.4,67.2,62.4
14.4,67.2,63.6
14.4,67.2,64.8
14.4,67.2,66.0
14.4,67.2,67.2
14.4,67.2,68.4
14.4,67.2,69.6
14.4,67.2,70.8
14.4,67.2,72.0
14.4,67.2,73.2
14.4,67.2,74.4
14.4,67.2,75.6
14.4,67.2,76.8
14.4,67.2,78.0
14.4,67.2,79.2
14.4,67.2,80.4
14.4,67.2,81.6
14.4,67.2,82.8
14.4,67.2,84.0
14.4,67.2,85.2
14.4,67.2,86.4
14.4,67.2,87.6
14.4,67.2,88.8
14.4,67.2,90.0
14.4,67.2,91.2
14.4,67.2,92.4
14.4,67.2,93.6
14.4,67.2,94.8
14.4,67.2,96.0
14.4,67.2,97.2
14.4,68.4,62.4
14.4,68.4,63.6
14.4,68.4,64.8
14.4,68.4,66.0
14.4,68.4,67.2
14.4,68.4,68.4
14.4,68.4,69.6
14.4,68.4,70.8
14.4,68.4,72.0
14.4,68.4,73.2
14.4,68.4,74.4
14.4,68.4,75.6
14.4,68.4,76.8
14.4,68.4,78.0
14.4,68.4,79.2
14.4,68.4,80.4
14.4,68.4,81.6
14.4,68.4,82.8
14.4,68.4,84.0
14.4,68.4,85.2
14.4,68.4,86.4
14.4,68.4,87.6
14.4,68.4,88.8
14.4,68.4,90.0
14.4,68.4,91.2
14.4,68.4,92.4
14.4,68.4,93.6
14.4,68.4,94.8
14.4,68.4,96.0
14.4,68.4,97.2
14.4,68.4,98.4
14.4,69.6,63.6
14.4,69.6,64.8
14.4,69.6,66.0
14.4,69.6,67.2
14.4,69.6,68.4
14.4,69.6,69.6
14.4,69.6,70.8
14.4,69.6,72.0
14.4,69.6,73.2
14.4,69.6,74.4
14.4,69.6,75.6
14.4,69.6,76.8
14.4,69.6,78.0
14.4,69.6,79.2
14.4,69.6,80.4
14.4,69.6,81.6
14.4,69.6,82.8
14.4,69.6,84.0
14.4,69.6,85.2
14.4,69.6,86.4
14.4,69.6,87.6
14.4,69.6,88.8
14.4,69.6,90.0
14.4,69.6,91.2
14.4,69.6,92.4
14.4,69.6,93.6
14.4,69.6,94.8
14.4,69.6,96.0
14.4,69.6,97.2
14.4,69.6,98.4
14.4,69.6,99.6
14.4,70.8,64.8
14.4,70.8,66.0
14.4,70.8,67.2
14.4,70.8,68.4
14.4,70.8,69.6
14.4,70.8,70.8
14.4,70.8,72.0
14.4,70.8,73.2
14.4,70.8,74.4
14.4,70.8,75.6
14.4,70.8,76.8
14.4,70.8,78.0
14.4,70.8,79.2
14.4,70.8,80.4
14.4,70.8,81.6
14.4,70.8,82.8
14.4,70.8,84.0
14.4,70.8,85.2
14.4,70.8,86.4
14.4,70.8,87.6
14.4,70.8,88.8
14.4,70.8,90.0
14.4,70.8,91.2
14.4,70.8,92.4
14.4,70.8,93.6
14.4,70.8,94.8
14.4,70.8,96.0
14.4,70.8,97.2
14.4,70.8,98.4
14.4,70.8,99.6
14.4,70.8,100.8
14.4,72.0,66.0
14.4,72.0,67.2
14.4,72.0,68.4
14.4,72.0,69.6
14.4,72.0,70.8
14.4,72.0,72.0
14.4,72.0,73.2
14.4,72.0,74.4
14.4,72.0,75.6
14.4,72.0,76.8
14.4,72.0,78.0
14.4,72.0,79.2
14.4,72.0,80.4
14.4,72.0,81.6
14.4,72.0,82.8
14.4,72.0,84.0
14.4,72.0,85.2
14.4,72.0,86.4
14.4,72.0,87.6
14.4,72.0,88.8
14.4,72.0,90.0
14.4,72.0,91.2
14.4,72.0,92.4
14.4,72.0,93.6
14.4,72.0,94.8
14.4,72.0,96.0
14.4,72.0,97.2
14.4,72.0,98.4
14.4,72.0,99.6
14.4,72.0,100.8
14.4,72.0,102.0
14.4,73.2,67.2
14.4,73.2,68.4
14.4,73.2,69.6
14.4,73.2,70.8
14.4,73.2,72.0
14.4,73.2,73.2
14.4,73.2,74.4
14.4,73.2,75.6
14.4,73.2,76.8
14.4,73.2,78.0
14.4,73.2,79.2
14.4,73.2,80.4
14.4,73.2,81.6
14.4,73.2,82.8
14.4,73.2,84.0
14.4,73.2,85.2
14.4,73.2,86.4
14.4,73.2,87.6
14.4,73.2,88.8
14.4,73.2,90.0
14.4,73.2,91.2
14.4,73.2,92.4
14.4,73.2,93.6
14.4,73.2,94.8
14.4,73.2,96.0
14.4,73.2,97.2
14.4,73.2,98.4
14.4,73.2,99.6
14.4,73.2,100.8
14.4,73.2,102.0
14.4,73.2,103.2
14.4,74.4,68.4
14.4,74.4,69.6
14.4,74.4,70.8
14.4,74.4,72.0
14.4,74.4,73.2
14.4,74.4,74.4
14.4,74.4,75.6
14.4,74.4,76.8
14.4,74.4,78.0
14.4,74.4,79.2
14.4,74.4,80.4
14.4,74.4,81.6
14.4,74.4,82.8
14.4,74.4,84.0
14.4,74.4,85.2
14.4,74.4,86.4
14.4,74.4,87.6
14.4,74.4,88.8
14.4,74.4,90.0
14.4,74.4,91.2
14.4,74.4,92.4
14.4,74.4,93.6
14.4,74.4,94.8
14.4,74.4,96.0
14.4,74.4,97.2
14.4,74.4,98.4
14.4,74.4,99.6
14.4,74.4,100.8
14.4,74.4,102.0
14.4,74.4,103.2
14.4,74.4,104.4
14.4,75.6,85.2
14.4,75.6,86.4
14.4,75.6,87.6
14.4,75.6,88.8
14.4,75.6,90.0
14.4,75.6,91.2
14.4,75.6,92.4
14.4,75.6,93.6
14.4,75.6,94.8
14.4,75.6,96.0
14.4,75.6,97.2
14.4,75.6,98.4
14.4,75.6,99.6
14.4,75.6,100.8
14.4,75.6,102.0
14.4,75.6,103.2
14.4,75.6,104.4
14.4,75.6,105.6
14.4,76.8,86.4
14.4,76.8,87.6
14.4,76.8,88.8
14.4,76.8,90.0
14.4,76.8,91.2
14.4,76.8,92.4
14.4,76.8,93.6
14.4,76.8,94.8
14.4,76.8,96.0
14.4,76.8,97.2
14.4,76.8,98.4
14.4,76.8,99.6
14.4,76.8,100.8
14.4,76.8,102.0
14.4,76.8,103.2
14.4,76.8,104.4
14.4,76.8,105.6
14.4,76.8,106.8
14.4,78.0,87.6
14.4,78.0,88.8
14.4,78.0,90.0
14.4,78.0,91.2
14.4,78.0,92.4
14.4,78.0,93.6
14.4,78.0,94.8
14.4,78.0,96.0
14.4,78.0,97.2
14.4,78.0,98.4
14.4,78.0,99.6
14.4,78.0,100.8
14.4,78.0,102.0
14.4,78.0,103.2
14.4,78.0,104.4
14.4,78.0,105.6
14.4,78.0,106.8
14.4,78.0,108.0
14.4,79.2,88.8
14.4,79.2,90.0
14.4,79.2,91.2
14.4,79.2,92.4
14.4,79.2,93.6
14.4,79.2,94.8
14.4,79.2,96.0
14.4,79.2,97.2
14.4,79.2,98.4
14.4,79.2,99.6
14.4,79.2,100.8
14.4,79.2,102.0
14.4,79.2,103.2
14.4,79.2,104.4
14.4,79.2,105.6
14.4,79.2,106.8
14.4,79.2,108.0
14.4,79.2,109.2
14.4,80.4,90.0
14.4,80.4,91.2
14.4,80.4,92.4
14.4,80.4,93.6
14.4,80.4,94.8
14.4,80.4,96.0
14.4,80.4,97.2
14.4,80.4,98.4
14.4,80.4,99.6
14.4,80.4,100.8
14.4,80.4,102.0
14.4,80.4,103.2
14.4,80.4,104.4
14.4,80.4,105.6
14.4,80.4,106.8
14.4,80.4,108.0
14.4,80.4,109.2
14.4,80.4,110.4
14.4,81.6,91.2
14.4,81.6,92.4
14.4,81.6,93.6
14.4,81.6,94.8
14.4,81.6,96.0
14.4,81.6,97.2
14.4,81.6,98.4
14.4,81.6,99.6
14.4,81.6,100.8
14.4,81.6,102.0
14.4,81.6,103.2
14.4,81.6,104.4
14.4,81.6,105.6
14.4,81.6,106.8
14.4,81.6,108.0
14.4,81.6,109.2
14.4,81.6,110.4
14.4,81.6,111.6
14.4,82.8,92.4
14.4,82.8,93.6
14.4,82.8,94.8
14.4,82.8,96.0
14.4,82.8,97.2
14.4,82.8,98.4
14.4,82.8,99.6
14.4,82.8,100.8
14.4,82.8,102.0
14.4,82.8,103.2
14.4,82.8,104.4
14.4,82.8,105.6
14.4,82.8,106.8
14.4,82.8,108.0
14.4,82.8,109.2
14.4,82.8,110.4
14.4,82.8,111.6
14.4,82.8,112.8
14.4,84.0,93.6
14.4,84.0,94.8
14.4,84.0,96.0
14.4,84.0,97.2
14.4,84.0,98.4
14.4,84.0,99.6
14.4,84.0,100.8
14.4,84.0,102.0
14.4,84.0,103.2
14.4,84.0,104.4
14.4,84.0,105.6
14.4,84.0,106.8
14.4,84.0,108.0
14.4,84.0,109.2
14.4,84.0,110.4
14.4,84.0,111.6
14.4,84.0,112.8
14.4,84.0,114.0
14.4,85.2,94.8
14.4,85.2,96.0
14.4,85.2,97.2
14.4,85.2,98.4
14.4,85.2,99.6
14.4,85.2,100.8
14.4,85.2,102.0
14.4,85.2,103.2
14.4,85.2,104.4
14.4,85.2,105.6
14.4,85.2,106.8
14.4,85.2,108.0
14.4,85.2,109.2
14.4,85.2,110.4
14.4,85.2,111.6
14.4,85.2,112.8
14.4,85.2,114.0
14.4,85.2,115.2
14.4,86.4,96.0
14.4,86.4,97.2
14.4,86.4,98.4
14.4,86.4,99.6
14.4,86.4,100.8
14.4,86.4,102.0
14.4,86.4,103.2
14.4,86.4,104.4
14.4,86.4,105.6
14.4,86.4,106.8
14.4,86.4,108.0
14.4,86.4,109.2
14.4,86.4,110.4
14.4,86.4,111.6
14.4,86.4,112.8
14.4,86.4,114.0
14.4,86.4,115.2
14.4,86.4,116.4
14.4,87.6,96.0
14.4,87.6,97.2
14.4,87.6,98.4
14.4,87.6,99.6
14.4,87.6,100.8
14.4,87.6,102.0
14.4,87.6,103.2
14.4,87.6,104.4
14.4,87.6,105.6
14.4,87.6,106.8
14.4,87.6,108.0
14.4,87.6,109.2
14.4,87.6,110.4
14.4,87.6,111.6
14.4,87.6,112.8
14.4,87.6,114.0
14.4,87.6,115.2
14.4,87.6,116.4
14.4,88.8,96.0
14.4,88.8,97.2
14.4,88.8,98.4
14.4,88.8,99.6
14.4,88.8,100.8
14.4,88.8,102.0
14.4,88.8,103.2
14.4,88.8,104.4
14.4,88.8,105.6
14.4,88.8,106.8
14.4,88.8,108.0
14.4,88.8,109.2
14.4,88.8,110.4
14.4,88.8,111.6
14.4,88.8,112.8
14.4,88.8,114.0
14.4,88.8,115.2
14.4,88.8,116.4
14.4,90.0,96.0
14.4,90.0,97.2
14.4,90.0,98.4
14.4,90.0,99.6
14.4,90.0,100.8
14.4,90.0,102.0
14.4,90.0,103.2
14.4,90.0,104.4
14.4,90.0,105.6
14.4,90.0,106.8
14.4,90.0,108.0
14.4,90.0,109.2
14.4,90.0,110.4
14.4,90.0,111.6
14.4,90.0,112.8
14.4,90.0,114.0
14.4,90.0,115.2
14.4,90.0,116.4
15.6,63.6,57.6
15.6,63.6,58.8
15.6,63.6,60.0
15.6,63.6,61.2
15.6,63.6,62.4
15.6,63.6,63.6
15.6,63.6,64.8
15.6,63.6,66.0
15.6,63.6,67.2
15.6,63.6,68.4
15.6,63.6,69.6
15.6,63.6,70.8
15.6,63.6,72.0
15.6,63.6,73.2
15.6,63.6,74.4
15.6,63.6,75.6
15.6,63.6,76.8
15.6,63.6,78.0
15.6,63.6,79.2
15.6,63.6,80.4
15.6,63.6,81.6
15.6,63.6,82.8
15.6,63.6,84.0
15.6,63.6,85.2
15.6,63.6,86.4
15.6,63.6,87.6
15.6,63.6,88.8
15.6,63.6,90.0
15.6,63.6,91.2
15.6,63.6,92.4
15.6,63.6,93.6
15.6,64.8,58.8
15.6,64.8,60.0
15.6,64.8,61.2
15.6,64.8,62.4
15.6,64.8,63.6
15.6,64.8,64.8
15.6,64.8,66.0
15.6,64.8,67.2
15.6,64.8,68.4
15.6,64.8,69.6
15.6,64.8,70.8
15.6,64.8,72.0
15.6,64.8,73.2
15.6,64.8,74.4
15.6,64.8,75.6
15.6,64.8,76.8
15.6,64.8,78.0
15.6,64.8,79.2
15.6,64.8,80.4
15.6,64.8,81.6
15.6,64.8,82.8
15.6,64.8,84.0
15.6,64.8,85.2
15.6,64.8,86.4
15.6,64.8,87.6
15.6,64.8,88.8
15.6,64.8,90.0
15.6,64.8,91.2
15.6,64.8,92.4
15.6,64.8,93.6
15.6,64.8,94.8
15.6,66.0,60.0
15.6,66.0,61.2
15.6,66.0,62.4
15.6,66.0,63.6
15.6,66.0,64.8
15.6,66.0,66.0
15.6,66.0,67.2
15.6,66.0,68.4
15.6,66.0,69.6
15.6,66.0,70.8
15.6,66.0,72.0
15.6,66.0,73.2
15.6,66.0,74.4
15.6,66.0,75.6
15.6,66.0,76.8
15.6,66.0,78.0
15.6,66.0,79.2
15.6,66.0,80.4
15.6,66.0,81.6
15.6,66.0,82.8
15.6,66.0,84.0
15.6,66.0,85.2
15.6,66.0,86.4
15.6,66.0,87.6
15.6,66.0,88.8
15.6,66.0,90.0
15.6,66.0,91.2
15.6,66.0,92.4
15.6,66.0,93.6
15.6,66.0,94.8
15.6,66.0,96.0
15.6,67.2,61.2
15.6,67.2,62.4
15.6,67.2,63.6
15.6,67.2,64.8
15.6,67.2,66.0
15.6,67.2,67.2
15.6,67.2,68.4
15.6,67.2,69.6
15.6,67.2,70.8
15.6,67.2,72.0
15.6,67.2,73.2
15.6,67.2,74.4
15.6,67.2,75.6
15.6,67.2,76.8
15.6,67.2,78.0
15.6,67.2,79.2
15.6,67.2,80.4
15.6,67.2,81.6
15.6,67.2,82.8
15.6,67.2,84.0
15.6,67.2,85.2
15.6,67.2,86.4
15.6,67.2,87.6
15.6,67.2,88.8
15.6,67.2,90.0
15.6,67.2,91.2
15.6,67.2,92.4
15.6,67.2,93.6
15.6,67.2,94.8
15.6,67.2,96.0
